title,description,creator,date,subject,coverage,digital collection,holding institution,source,identifier,rights,rightsstatement,media type,type,format,digitization specifications,language,date digital,date created,date modified,cdm_url,cdmid,contentdm file name,contentdm file path,objectid,display_template,filename,object_location,image_small,image_thumb,errors
"The Family Tree : 1949, September","Vol. 13 No. 12, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-09,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4909,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1526,1526,1527.pdf,/spec_pot/supp/1526/index.pdf,spec_pot1526,pdf,spec_pot1526.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1526.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1526_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1526_th.jpg,""
"The Family Tree : 1949, October","Vol. 14 No. 1, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-10,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4910,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1535,1535,1536.pdf,/spec_pot/supp/1535/index.pdf,spec_pot1535,pdf,spec_pot1535.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1535.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1535_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1535_th.jpg,""
"The Family Tree : 1949, November","Vol. 14 No. 2, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-11,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4911,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1544,1544,1545.pdf,/spec_pot/supp/1544/index.pdf,spec_pot1544,pdf,spec_pot1544.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1544.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1544_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1544_th.jpg,""
"The Family Tree : 1949, December","Vol. 14 No. 3, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1949-12,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,4912,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1553,1553,1554.pdf,/spec_pot/supp/1553/index.pdf,spec_pot1553,pdf,spec_pot1553.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1553.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1553_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1553_th.jpg,""
"The Family Tree : 1950, January","Vol. 14 No. 4, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-01,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5001,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1571,1571,1572.pdf,/spec_pot/supp/1571/index.pdf,spec_pot1571,pdf,spec_pot1571.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1571.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1571_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1571_th.jpg,""
The Family Tree : 1950 February,"Vol. 14 No. 5, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-02,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5002,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1562,1562,1563.pdf,/spec_pot/supp/1562/index.pdf,spec_pot1562,pdf,spec_pot1562.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1562.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1562_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1562_th.jpg,""
"The Family Tree : 1950, March","Vol. 14 No. 6, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-03,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5003,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1580,1580,1581.pdf,/spec_pot/supp/1580/index.pdf,spec_pot1580,pdf,spec_pot1580.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1580.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1580_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1580_th.jpg,""
"The Family Tree : 1950, April","Vol. 14 No. 7, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-04,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5004,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1589,1589,1590.pdf,/spec_pot/supp/1589/index.pdf,spec_pot1589,pdf,spec_pot1589.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1589.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1589_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1589_th.jpg,""
"The Family Tree : 1950, May","Vol. 14 No. 8, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-05,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5005,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1598,1598,1599.pdf,/spec_pot/supp/1598/index.pdf,spec_pot1598,pdf,spec_pot1598.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1598.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1598_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1598_th.jpg,""
"The Family Tree : 1950, June","Vol. 14 No. 9, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-06,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5006,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1607,1607,1608.pdf,/spec_pot/supp/1607/index.pdf,spec_pot1607,pdf,spec_pot1607.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1607.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1607_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1607_th.jpg,""
"The Family Tree : 1950, July","Vol. 14 No. 10, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-07,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5007,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1643,1643,1644.pdf,/spec_pot/supp/1643/index.pdf,spec_pot1643,pdf,spec_pot1643.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1643.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1643_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1643_th.jpg,""
"The Family Tree : 1950, August","Vol. 14 No. 11, Published by Potlatch Forests, Inc., 8 pages.","Potlatch Forests, Inc.",1950-08,newsletter; logging;,United States--Idaho--Nez Perce County--Lewiston,"The Family Tree Collection, a Potlatch Forests, Inc. Newsletter","University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/",Day-NW HD 9759 P67 A14; 11-16 1946/47 - 1952,5008,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by University of Idaho Library. For other uses beyond educational use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Newsletter,text,application/pdf,300 dpi pdf displayed; Master file is a 600 dpi TIFF; Sanned with a Minolta PS7000 scanner using Photoshop CS4 scanning software.,eng,2010-06,2015-08-28,2015-08-28,http://digital.lib.uidaho.edu:80/cdm/ref/collection/spec_pot/id/1625,1625,1626.pdf,/spec_pot/supp/1625/index.pdf,spec_pot1625,pdf,spec_pot1625.pdf,https://objects.lib.uidaho.edu/familytree/spec_pot1625.pdf,https://objects.lib.uidaho.edu/familytree/small/spec_pot1625_sm.jpg,https://objects.lib.uidaho.edu/familytree/thumbs/spec_pot1625_th.jpg,""
