objectid,title,creator,editors,photographs,illustrations,graphic design,board of directors,date,date is approximate,description,subject,location,latitude,longitude,source,type,format original,format,digital collection,contributing institution,identifier,filename,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,cdm_url,cdmid
moscowcoop0319,Newsletter April 1989,Moscow Food Co-op,"London, Bill",,,"Shelly, Barbara",,1989-04,,,newsletters; cooperatives (business enterprises); chemical pollution; trade shows,"Moscow, Idaho",46.7318566,-116.999742,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,newsletter_1989apr,newsletter_1989apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/newsletter_1989apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1989apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/newsletter_1989apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/318,318
moscowcoop0320,Community News February 2001,Moscow Food Co-op,"London, Bill",,"Nelson, Nancy","Perez, Tanya","Evans, Shel Lee; Flexman, Erik; Hermanson, Jim; Hoffman, Bonnie; Mumford, Mark; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",2001-02,,,newsletters; cooperatives (business enterprises); anniversaries; parties (events),"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2001feb,communitynews-2001feb.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2001feb.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2001feb_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2001feb_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/319,319
moscowcoop0321,Community News April 2007,Moscow Food Co-op,"London, Bill","Hall, David","Sowards, Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Simpson, Will; Ronniger, Phil; Ryan, Kathleen; Thompson, Joe; Wilkinson, Donal",2007-04,,,newsletters; cooperatives (business enterprises); bicycles; lambs; compost,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2007apr,communitynews-2007apr.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2007apr.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007apr_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007apr_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/320,320
moscowcoop0322,Community News July 2002,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Sipe, Megan","Maxwell, Jill","Vaughan, Pat; Flexman, Erik; Hoffman, Bonnie; Evans, Shel Lee; Mumford, Mark; Pingree, Al; Kingery, Peg; Bridges, George",2002-07,,,newsletters; cooperatives (business enterprises); barcode scanner; hard soap,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2002july,communitynews-2002july.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2002july.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2002july_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2002july_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/321,321
moscowcoop0323,Community News December 2007,Moscow Food Co-op,"London, Bill","Hall, David","Sowards, Elizabeth Carney","Prusynski, Megan","Vincent, Kim; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macdarlane, Gary; Caudill, Chris",2007-12,,,newsletters; cooperatives (business enterprises); Pyrus (genus); soup,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2007dec,communitynews-2007dec.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2007dec.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007dec_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2007dec_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/322,322
moscowcoop0324,Community News March 2001,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Maxwell, Jill","Evans, Shel Lee; Flexman, Erik; Hermanson, Jim; Hoffman, Bonnie; Mumford, Mark; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",2001-03,,,newsletters; cooperatives (business enterprises); dreaming (mental activity); volunteering,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2001mar,communitynews-2001mar.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2001mar.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2001mar_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2001mar_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/323,323
moscowcoop0325,Community News September 1997,Moscow Food Co-op,"London, Bill","Canary, Linda","Carlson, Kendra; Murray, Robin","Grinde, Kate","Ogle, Nick; Cressler, Mike; Moffitt, Chris; Reich, Vicki; Stannard, Sandy",1997-09,,,newsletters; cooperatives (business enterprises); preserving; soup; organic,"Moscow, Idaho",46.7325657,-117.0068186,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1997sept,communitynews-1997sept.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1997sept.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1997sept_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1997sept_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/324,324
moscowcoop0326,Community News March 2009,Moscow Food Co-op,"London, Bill","Hall, David","Rate, Lucas","Prusynski, Megan","Vincent, Kimberly; Beck, Bill; Wilkinson, Donal; Ryan, Kathleen; Thompson, Joe; Macfarlane, Gary; Caudill, Chris",2009-03,,,newsletters; cooperatives (business enterprises); voting; wages; questionnaires,"Moscow, Idaho",46.73065303,-117.0002235,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-2009mar,communitynews-2009mar.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-2009mar.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009mar_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-2009mar_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/325,325
moscowcoop0327,Moscow Food Co-op Newsletter September/October 1975,Moscow Food Co-op,"Rice, Andy",,,,,1979-10,,,cooperatives (business enterprises); newsletters; recipes,"Moscow, Idaho",,,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,coopnewsletter-1975-sept-oct,coopnewsletter-1975-sept-oct.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/coopnewsletter-1975-sept-oct.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/coopnewsletter-1975-sept-oct_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/coopnewsletter-1975-sept-oct_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/326,326
moscowcoop0328,Community News October 1999,Moscow Food Co-op,"London, Bill; Harris, Therese",,"Nelson, Nancy","Perez, Tanya","Gale, Jim; Hermanson, John; Kay, Margo; Ogle, Nick; Pengilly, Mimi; Peyer, Suzanne; Pingree, Al; Vaughan, Pat",1999-10,,,newsletters; cooperatives (business enterprises); fund raising; dinner parties,"Moscow, Idaho",46.73203791,-116.9990522,"Day-NW Oversize HD3284.N48, University of Idaho Special Collections & Archives",Text,newsletter,application/pdf,Moscow Food Co-Op Digital Collection,University of Idaho Library Special Collections,communitynews-1999oct,communitynews-1999oct.pdf,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/communitynews-1999oct.pdf,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999oct_sm.jpg,https://www.lib.uidaho.edu/digital/objects/moscowcoop/small/communitynews-1999oct_sm.jpg,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/moscowcoop/id/327,327
